,lon,lat,alt,accuracy,speed,angle
20140120 15:43:28:789,-4.672308349609375E8,-2.3560136795043945E8,726.6512,40.0,0.0,-91.400024
20140120 15:43:28:967,-4.672308349609375E8,-2.3560136795043945E8,726.6512,40.0,0.0,-91.400024
20140120 15:43:29:157,-4.672308349609375E8,-2.3560136795043945E8,726.6512,40.0,0.0,-91.400024
20140120 15:43:29:335,-4.672308349609375E8,-2.3560136795043945E8,726.6512,40.0,0.0,-91.400024
20140120 15:43:29:552,-4.6723079681396484E8,-2.3560134887695313E8,726.6746,60.0,0.0,64.20001
20140120 15:43:29:860,-4.6723079681396484E8,-2.3560134887695313E8,726.6746,60.0,0.0,64.20001
20140120 15:43:29:975,-4.6723079681396484E8,-2.3560134887695313E8,726.6746,60.0,0.0,64.20001
20140120 15:43:30:172,-4.6723079681396484E8,-2.3560134887695313E8,726.6746,60.0,0.0,64.20001
20140120 15:43:30:366,-4.6723079681396484E8,-2.3560134887695313E8,726.6746,60.0,0.0,64.20001
20140120 15:43:30:546,-4.672307586669922E8,-2.3560136795043945E8,726.69336,80.0,0.0,-50.30005
20140120 15:43:30:736,-4.672307586669922E8,-2.3560136795043945E8,726.69336,80.0,0.0,-50.30005
20140120 15:43:30:937,-4.672307586669922E8,-2.3560136795043945E8,726.69336,80.0,0.0,-50.30005
20140120 15:43:31:136,-4.672307586669922E8,-2.3560136795043945E8,726.69336,80.0,0.0,-50.30005
20140120 15:43:31:338,-4.672307586669922E8,-2.3560136795043945E8,726.69336,80.0,0.0,-50.30005
20140120 15:43:31:536,-4.6723072052001953E8,-2.3560138702392578E8,726.7131,40.0,0.0,-64.79999
20140120 15:43:31:736,-4.6723072052001953E8,-2.3560138702392578E8,726.7131,40.0,0.0,-64.79999
20140120 15:43:31:993,-4.6723072052001953E8,-2.3560138702392578E8,726.7131,40.0,0.0,-64.79999
20140120 15:43:32:136,-4.6723072052001953E8,-2.3560138702392578E8,726.7131,40.0,0.0,-64.79999
20140120 15:43:32:337,-4.6723072052001953E8,-2.3560138702392578E8,726.7131,40.0,0.0,-64.79999
20140120 15:43:32:536,-4.672306823730469E8,-2.356014060974121E8,726.7325,40.0,0.0,-47.80005
20140120 15:43:32:743,-4.672306823730469E8,-2.356014060974121E8,726.7325,40.0,0.0,-47.80005
20140120 15:43:32:936,-4.672306823730469E8,-2.356014060974121E8,726.7325,40.0,0.0,-47.80005
20140120 15:43:33:150,-4.672306823730469E8,-2.356014060974121E8,726.7325,40.0,0.0,-47.80005
20140120 15:43:33:341,-4.672306823730469E8,-2.356014060974121E8,726.7325,40.0,0.0,-47.80005
20140120 15:43:33:538,-4.672306442260742E8,-2.356014060974121E8,726.748,40.0,0.0,-141.20001
20140120 15:43:33:744,-4.672306442260742E8,-2.356014060974121E8,726.748,40.0,0.0,-141.20001
20140120 15:43:33:936,-4.672306442260742E8,-2.356014060974121E8,726.748,40.0,0.0,-141.20001
20140120 15:43:34:136,-4.672306442260742E8,-2.356014060974121E8,726.748,40.0,0.0,-141.20001
20140120 15:43:34:336,-4.672306442260742E8,-2.356014060974121E8,726.748,40.0,0.0,-141.20001
20140120 15:43:34:537,-4.672306442260742E8,-2.356014060974121E8,726.7632,40.0,0.0,-145.09998
20140120 15:43:34:767,-4.672306442260742E8,-2.356014060974121E8,726.7632,40.0,0.0,-145.09998
20140120 15:43:34:935,-4.672306442260742E8,-2.356014060974121E8,726.7632,40.0,0.0,-145.09998
20140120 15:43:35:138,-4.672306442260742E8,-2.356014060974121E8,726.7632,40.0,0.0,-145.09998
20140120 15:43:35:335,-4.672306442260742E8,-2.356014060974121E8,726.7632,40.0,0.0,-145.09998
20140120 15:43:35:535,-4.672306442260742E8,-2.3560142517089844E8,726.7784,40.0,0.0,-137.29999
20140120 15:43:35:748,-4.672306442260742E8,-2.3560142517089844E8,726.7784,40.0,0.0,-137.29999
20140120 15:43:35:935,-4.672306442260742E8,-2.3560142517089844E8,726.7784,40.0,0.0,-137.29999
20140120 15:43:36:138,-4.672306442260742E8,-2.3560142517089844E8,726.7784,40.0,0.0,-137.29999
20140120 15:43:36:356,-4.672306442260742E8,-2.3560144424438477E8,726.793,40.0,0.0,150.40002
20140120 15:43:36:535,-4.672306442260742E8,-2.3560144424438477E8,726.793,40.0,0.0,150.40002
20140120 15:43:36:734,-4.672306442260742E8,-2.3560144424438477E8,726.793,40.0,0.0,150.40002
20140120 15:43:36:935,-4.672306442260742E8,-2.3560144424438477E8,726.793,40.0,0.0,150.40002
20140120 15:43:37:135,-4.672306442260742E8,-2.3560144424438477E8,726.793,40.0,0.0,150.40002
20140120 15:43:37:336,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:37:536,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:37:736,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:37:940,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:38:135,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:38:431,-4.672306442260742E8,-2.356014633178711E8,726.8058,40.0,0.0,173.0
20140120 15:43:38:543,-4.672306442260742E8,-2.3560148239135742E8,726.81866,40.0,0.0,-36.599976
20140120 15:43:38:736,-4.672306442260742E8,-2.3560148239135742E8,726.81866,40.0,0.0,-36.599976
20140120 15:43:38:936,-4.672306442260742E8,-2.3560148239135742E8,726.81866,40.0,0.0,-36.599976
20140120 15:43:39:136,-4.672306442260742E8,-2.3560148239135742E8,726.81866,40.0,0.0,-36.599976
20140120 15:43:39:336,-4.672306442260742E8,-2.3560148239135742E8,726.81866,40.0,0.0,-36.599976
20140120 15:43:39:538,-4.672306442260742E8,-2.3560148239135742E8,726.8381,40.0,0.0,-41.099976
20140120 15:43:39:739,-4.672306442260742E8,-2.3560148239135742E8,726.8381,40.0,0.0,-41.099976
20140120 15:43:39:940,-4.672306442260742E8,-2.3560148239135742E8,726.8381,40.0,0.0,-41.099976
20140120 15:43:40:135,-4.672306442260742E8,-2.3560148239135742E8,726.8381,40.0,0.0,-41.099976
20140120 15:43:40:343,-4.672306442260742E8,-2.3560148239135742E8,726.8381,40.0,0.0,-41.099976
20140120 15:43:40:542,-4.672306823730469E8,-2.356014633178711E8,726.8605,40.0,0.0,-76.5
20140120 15:43:40:736,-4.672306823730469E8,-2.356014633178711E8,726.8605,40.0,0.0,-76.5
20140120 15:43:40:936,-4.672306823730469E8,-2.356014633178711E8,726.8605,40.0,0.0,-76.5
20140120 15:43:41:135,-4.672306823730469E8,-2.356014633178711E8,726.8605,40.0,0.0,-76.5
20140120 15:43:41:336,-4.672306823730469E8,-2.356014633178711E8,726.8605,40.0,0.0,-76.5
20140120 15:43:41:535,-4.672306823730469E8,-2.356014633178711E8,726.8839,40.0,0.0,-72.400024
20140120 15:43:41:736,-4.672306823730469E8,-2.356014633178711E8,726.8839,40.0,0.0,-72.400024
20140120 15:43:41:936,-4.672306823730469E8,-2.356014633178711E8,726.8839,40.0,0.0,-72.400024
20140120 15:43:42:135,-4.672306823730469E8,-2.356014633178711E8,726.8839,40.0,0.0,-72.400024
20140120 15:43:42:337,-4.672306823730469E8,-2.356014633178711E8,726.8839,40.0,0.0,-72.400024
20140120 15:43:42:536,-4.6723072052001953E8,-2.3560144424438477E8,726.90857,40.0,0.0,-94.5
20140120 15:43:42:738,-4.6723072052001953E8,-2.3560144424438477E8,726.90857,40.0,0.0,-94.5
20140120 15:43:42:937,-4.6723072052001953E8,-2.3560144424438477E8,726.90857,40.0,0.0,-94.5
20140120 15:43:43:136,-4.6723072052001953E8,-2.3560144424438477E8,726.90857,40.0,0.0,-94.5
20140120 15:43:43:339,-4.6723072052001953E8,-2.3560144424438477E8,726.90857,40.0,0.0,-94.5
20140120 15:43:43:536,-4.672307586669922E8,-2.3560144424438477E8,726.93286,40.0,0.0,-107.29999
20140120 15:43:43:763,-4.672307586669922E8,-2.3560144424438477E8,726.93286,40.0,0.0,-107.29999
20140120 15:43:43:936,-4.672307586669922E8,-2.3560144424438477E8,726.93286,40.0,0.0,-107.29999
20140120 15:43:44:135,-4.672307586669922E8,-2.3560144424438477E8,726.93286,40.0,0.0,-107.29999
20140120 15:43:44:336,-4.672307586669922E8,-2.3560144424438477E8,726.93286,40.0,0.0,-107.29999
20140120 15:43:44:535,-4.672307586669922E8,-2.3560144424438477E8,726.9557,40.0,0.0,153.20001
20140120 15:43:44:757,-4.672307586669922E8,-2.3560144424438477E8,726.9557,40.0,0.0,153.20001
20140120 15:43:44:944,-4.672307586669922E8,-2.3560144424438477E8,726.9557,40.0,0.0,153.20001
20140120 15:43:45:135,-4.672307586669922E8,-2.3560144424438477E8,726.9557,40.0,0.0,153.20001
20140120 15:43:45:337,-4.672307586669922E8,-2.3560144424438477E8,726.9557,40.0,0.0,153.20001
20140120 15:43:45:536,-4.6723072052001953E8,-2.3560144424438477E8,726.9732,40.0,0.0,174.20001
20140120 15:43:45:782,-4.6723072052001953E8,-2.3560144424438477E8,726.9732,40.0,0.0,174.20001
20140120 15:43:45:936,-4.6723072052001953E8,-2.3560144424438477E8,726.9732,40.0,0.0,174.20001
20140120 15:43:46:136,-4.6723072052001953E8,-2.3560144424438477E8,726.9732,40.0,0.0,174.20001
20140120 15:43:46:340,-4.6723072052001953E8,-2.3560144424438477E8,726.9732,40.0,0.0,174.20001
20140120 15:43:46:557,-4.6723072052001953E8,-2.356014633178711E8,726.9864,40.0,0.0,-162.09998
20140120 15:43:46:742,-4.6723072052001953E8,-2.356014633178711E8,726.9864,40.0,0.0,-162.09998
20140120 15:43:46:947,-4.6723072052001953E8,-2.356014633178711E8,726.9864,40.0,0.0,-162.09998
20140120 15:43:47:186,-4.6723072052001953E8,-2.356014633178711E8,726.9864,40.0,0.0,-162.09998
20140120 15:43:47:340,-4.6723072052001953E8,-2.356014633178711E8,726.9864,40.0,0.0,-162.09998
20140120 15:43:47:536,-4.6723072052001953E8,-2.356014633178711E8,726.9964,60.0,0.0,-118.20001
20140120 15:43:47:736,-4.6723072052001953E8,-2.356014633178711E8,726.9964,60.0,0.0,-118.20001
20140120 15:43:47:936,-4.6723072052001953E8,-2.356014633178711E8,726.9964,60.0,0.0,-118.20001
20140120 15:43:48:171,-4.6723072052001953E8,-2.356014633178711E8,726.9964,60.0,0.0,-118.20001
20140120 15:43:48:336,-4.6723072052001953E8,-2.356014633178711E8,726.9964,60.0,0.0,-118.20001
20140120 15:43:48:537,-4.6723072052001953E8,-2.3560148239135742E8,727.0013,60.0,0.0,-113.79999
20140120 15:43:48:737,-4.6723072052001953E8,-2.3560148239135742E8,727.0013,60.0,0.0,-113.79999
20140120 15:43:48:936,-4.6723072052001953E8,-2.3560148239135742E8,727.0013,60.0,0.0,-113.79999
20140120 15:43:49:136,-4.6723072052001953E8,-2.3560148239135742E8,727.0013,60.0,0.0,-113.79999
20140120 15:43:49:406,-4.6723072052001953E8,-2.3560148239135742E8,727.0013,60.0,0.0,-113.79999
20140120 15:43:49:537,-4.6723072052001953E8,-2.3560150146484375E8,727.00415,60.0,0.0,99.900024
20140120 15:43:49:736,-4.6723072052001953E8,-2.3560150146484375E8,727.00415,60.0,0.0,99.900024
20140120 15:43:49:937,-4.6723072052001953E8,-2.3560150146484375E8,727.00415,60.0,0.0,99.900024
20140120 15:43:50:135,-4.6723072052001953E8,-2.3560150146484375E8,727.00415,60.0,0.0,99.900024
20140120 15:43:50:338,-4.6723072052001953E8,-2.3560150146484375E8,727.00415,60.0,0.0,99.900024
20140120 15:43:50:535,-4.6723072052001953E8,-2.3560150146484375E8,727.0068,40.0,0.0,81.099976
20140120 15:43:50:736,-4.6723072052001953E8,-2.3560150146484375E8,727.0068,40.0,0.0,81.099976
20140120 15:43:50:937,-4.6723072052001953E8,-2.3560150146484375E8,727.0068,40.0,0.0,81.099976
20140120 15:43:51:137,-4.6723072052001953E8,-2.3560150146484375E8,727.0068,40.0,0.0,81.099976
20140120 15:43:51:338,-4.6723072052001953E8,-2.3560150146484375E8,727.0068,40.0,0.0,81.099976
20140120 15:43:51:588,-4.6723072052001953E8,-2.3560152053833008E8,727.0103,40.0,0.0,118.5
20140120 15:43:51:737,-4.6723072052001953E8,-2.3560152053833008E8,727.0103,40.0,0.0,118.5
20140120 15:43:51:937,-4.6723072052001953E8,-2.3560152053833008E8,727.0103,40.0,0.0,118.5
20140120 15:43:52:140,-4.6723072052001953E8,-2.3560152053833008E8,727.0103,40.0,0.0,118.5
20140120 15:43:52:338,-4.6723072052001953E8,-2.3560152053833008E8,727.0103,40.0,0.0,118.5
20140120 15:43:52:537,-4.672306823730469E8,-2.3560152053833008E8,727.0156,40.0,0.0,-133.90002
20140120 15:43:52:736,-4.672306823730469E8,-2.3560152053833008E8,727.0156,40.0,0.0,-133.90002
20140120 15:43:52:937,-4.672306823730469E8,-2.3560152053833008E8,727.0156,40.0,0.0,-133.90002
20140120 15:43:53:175,-4.672306823730469E8,-2.3560152053833008E8,727.0156,40.0,0.0,-133.90002
20140120 15:43:53:336,-4.672306823730469E8,-2.3560152053833008E8,727.0156,40.0,0.0,-133.90002
20140120 15:43:53:539,-4.672306823730469E8,-2.3560152053833008E8,727.02155,40.0,0.0,-82.29999
20140120 15:43:53:740,-4.672306823730469E8,-2.3560152053833008E8,727.02155,40.0,0.0,-82.29999
20140120 15:43:53:937,-4.672306823730469E8,-2.3560152053833008E8,727.02155,40.0,0.0,-82.29999
20140120 15:43:54:136,-4.672306823730469E8,-2.3560152053833008E8,727.02155,40.0,0.0,-82.29999
20140120 15:43:54:338,-4.672306823730469E8,-2.3560152053833008E8,727.02155,40.0,0.0,-82.29999
20140120 15:43:54:555,-4.672306442260742E8,-2.3560152053833008E8,727.0271,40.0,0.0,-101.900024
20140120 15:43:54:841,-4.672306442260742E8,-2.3560152053833008E8,727.0271,40.0,0.0,-101.900024
20140120 15:43:54:937,-4.672306442260742E8,-2.3560152053833008E8,727.0271,40.0,0.0,-101.900024
20140120 15:43:55:138,-4.672306442260742E8,-2.3560152053833008E8,727.0271,40.0,0.0,-101.900024
20140120 15:43:55:340,-4.672306442260742E8,-2.3560152053833008E8,727.0271,40.0,0.0,-101.900024
20140120 15:43:55:538,-4.6723060607910156E8,-2.3560152053833008E8,727.0321,40.0,0.0,-107.900024
20140120 15:43:55:736,-4.6723060607910156E8,-2.3560152053833008E8,727.0321,40.0,0.0,-107.900024
20140120 15:43:55:936,-4.6723060607910156E8,-2.3560152053833008E8,727.0321,40.0,0.0,-107.900024
20140120 15:43:56:137,-4.6723060607910156E8,-2.3560152053833008E8,727.0321,40.0,0.0,-107.900024
20140120 15:43:56:336,-4.6723060607910156E8,-2.3560152053833008E8,727.0321,40.0,0.0,-107.900024
20140120 15:43:56:538,-4.6723060607910156E8,-2.3560152053833008E8,727.03613,40.0,0.0,-112.599976
20140120 15:43:56:737,-4.6723060607910156E8,-2.3560152053833008E8,727.03613,40.0,0.0,-112.599976
20140120 15:43:56:957,-4.6723060607910156E8,-2.3560152053833008E8,727.03613,40.0,0.0,-112.599976
20140120 15:43:57:138,-4.6723060607910156E8,-2.3560152053833008E8,727.03613,40.0,0.0,-112.599976
20140120 15:43:57:338,-4.6723060607910156E8,-2.3560152053833008E8,727.03613,40.0,0.0,-112.599976
20140120 15:43:57:537,-4.6723060607910156E8,-2.356015396118164E8,727.0398,40.0,0.0,-125.70001
20140120 15:43:57:737,-4.6723060607910156E8,-2.356015396118164E8,727.0398,40.0,0.0,-125.70001
20140120 15:43:58:006,-4.6723060607910156E8,-2.356015396118164E8,727.0398,40.0,0.0,-125.70001
20140120 15:43:58:138,-4.6723060607910156E8,-2.356015396118164E8,727.0398,40.0,0.0,-125.70001
20140120 15:43:58:340,-4.6723060607910156E8,-2.356015396118164E8,727.0398,40.0,0.0,-125.70001
20140120 15:43:58:536,-4.6723060607910156E8,-2.356015396118164E8,727.04266,40.0,0.0,-34.80005
20140120 15:43:58:736,-4.6723060607910156E8,-2.356015396118164E8,727.04266,40.0,0.0,-34.80005
20140120 15:43:58:935,-4.6723060607910156E8,-2.356015396118164E8,727.04266,40.0,0.0,-34.80005
20140120 15:43:59:170,-4.6723060607910156E8,-2.356015396118164E8,727.04266,40.0,0.0,-34.80005
20140120 15:43:59:336,-4.6723060607910156E8,-2.356015396118164E8,727.04266,40.0,0.0,-34.80005
20140120 15:43:59:535,-4.6723060607910156E8,-2.356015396118164E8,727.04724,40.0,0.0,-34.900024
20140120 15:43:59:744,-4.6723060607910156E8,-2.356015396118164E8,727.04724,40.0,0.0,-34.900024
20140120 15:43:59:937,-4.6723060607910156E8,-2.356015396118164E8,727.04724,40.0,0.0,-34.900024
20140120 15:44:00:138,-4.6723060607910156E8,-2.356015396118164E8,727.04724,40.0,0.0,-34.900024
20140120 15:44:00:367,-4.6723060607910156E8,-2.356015396118164E8,727.04724,40.0,0.0,-34.900024
20140120 15:44:00:624,-4.6723060607910156E8,-2.356015396118164E8,727.05096,40.0,0.0,-24.900024
20140120 15:44:00:736,-4.6723060607910156E8,-2.356015396118164E8,727.05096,40.0,0.0,-24.900024
20140120 15:44:00:937,-4.6723060607910156E8,-2.356015396118164E8,727.05096,40.0,0.0,-24.900024
20140120 15:44:01:162,-4.6723060607910156E8,-2.356015396118164E8,727.05096,40.0,0.0,-24.900024
20140120 15:44:01:370,-4.6723060607910156E8,-2.356015396118164E8,727.05096,40.0,0.0,-24.900024
20140120 15:44:01:537,-4.6723060607910156E8,-2.3560152053833008E8,727.0558,40.0,0.0,-18.900024
20140120 15:44:01:737,-4.6723060607910156E8,-2.3560152053833008E8,727.0558,40.0,0.0,-18.900024
20140120 15:44:01:937,-4.6723060607910156E8,-2.3560152053833008E8,727.0558,40.0,0.0,-18.900024
20140120 15:44:02:188,-4.6723060607910156E8,-2.3560152053833008E8,727.0558,40.0,0.0,-18.900024
20140120 15:44:02:338,-4.6723060607910156E8,-2.3560152053833008E8,727.0558,40.0,0.0,-18.900024
20140120 15:44:02:583,-4.6723060607910156E8,-2.3560152053833008E8,727.05914,40.0,0.0,45.599976
20140120 15:44:02:736,-4.6723060607910156E8,-2.3560152053833008E8,727.05914,40.0,0.0,45.599976
20140120 15:44:02:935,-4.6723060607910156E8,-2.3560152053833008E8,727.05914,40.0,0.0,45.599976
20140120 15:44:03:136,-4.6723060607910156E8,-2.3560152053833008E8,727.05914,40.0,0.0,45.599976
20140120 15:44:03:340,-4.6723060607910156E8,-2.3560152053833008E8,727.05914,40.0,0.0,45.599976
20140120 15:44:03:535,-4.672306442260742E8,-2.3560152053833008E8,727.0614,40.0,0.0,105.5
20140120 15:44:03:737,-4.672306442260742E8,-2.3560152053833008E8,727.0614,40.0,0.0,105.5
20140120 15:44:03:938,-4.672306442260742E8,-2.3560152053833008E8,727.0614,40.0,0.0,105.5
20140120 15:44:04:138,-4.672306442260742E8,-2.3560152053833008E8,727.0614,40.0,0.0,105.5
20140120 15:44:04:337,-4.672306442260742E8,-2.3560152053833008E8,727.0614,40.0,0.0,105.5
20140120 15:44:04:539,-4.672306442260742E8,-2.3560152053833008E8,727.0627,40.0,0.0,150.29999
20140120 15:44:04:743,-4.672306442260742E8,-2.3560152053833008E8,727.0627,40.0,0.0,150.29999
20140120 15:44:04:938,-4.672306442260742E8,-2.3560152053833008E8,727.0627,40.0,0.0,150.29999
20140120 15:44:05:136,-4.672306442260742E8,-2.3560152053833008E8,727.0627,40.0,0.0,150.29999
20140120 15:44:05:345,-4.672306442260742E8,-2.3560152053833008E8,727.0627,40.0,0.0,150.29999
20140120 15:44:05:537,-4.672306442260742E8,-2.3560152053833008E8,727.06805,40.0,0.0,-156.20001
20140120 15:44:05:736,-4.672306442260742E8,-2.3560152053833008E8,727.06805,40.0,0.0,-156.20001
20140120 15:44:05:937,-4.672306442260742E8,-2.3560152053833008E8,727.06805,40.0,0.0,-156.20001
20140120 15:44:06:136,-4.672306442260742E8,-2.3560152053833008E8,727.06805,40.0,0.0,-156.20001
20140120 15:44:06:339,-4.672306442260742E8,-2.3560152053833008E8,727.06805,40.0,0.0,-156.20001
20140120 15:44:06:538,-4.672306823730469E8,-2.3560150146484375E8,727.07733,40.0,0.0,-73.20001
20140120 15:44:06:737,-4.672306823730469E8,-2.3560150146484375E8,727.07733,40.0,0.0,-73.20001
20140120 15:44:06:941,-4.672306823730469E8,-2.3560150146484375E8,727.07733,40.0,0.0,-73.20001
20140120 15:44:07:138,-4.672306823730469E8,-2.3560150146484375E8,727.07733,40.0,0.0,-73.20001
20140120 15:44:07:341,-4.672306823730469E8,-2.3560150146484375E8,727.07733,40.0,0.0,-73.20001
20140120 15:44:07:536,-4.672306823730469E8,-2.3560148239135742E8,727.0866,40.0,0.0,-20.699951
20140120 15:44:07:736,-4.672306823730469E8,-2.3560148239135742E8,727.0866,40.0,0.0,-20.699951
20140120 15:44:07:935,-4.672306823730469E8,-2.3560148239135742E8,727.0866,40.0,0.0,-20.699951
20140120 15:44:08:136,-4.672306823730469E8,-2.3560148239135742E8,727.0866,40.0,0.0,-20.699951
20140120 15:44:08:339,-4.672306823730469E8,-2.3560148239135742E8,727.0866,40.0,0.0,-20.699951
20140120 15:44:08:566,-4.6723072052001953E8,-2.3560148239135742E8,727.1347,40.0,4.605838,-100.5
20140120 15:44:08:736,-4.6723072052001953E8,-2.3560148239135742E8,727.1347,40.0,4.605838,-100.5
20140120 15:44:08:937,-4.6723072052001953E8,-2.3560148239135742E8,727.1347,40.0,4.605838,-100.5
20140120 15:44:09:141,-4.6723072052001953E8,-2.3560148239135742E8,727.1347,40.0,4.605838,-100.5
20140120 15:44:09:340,-4.6723072052001953E8,-2.3560148239135742E8,727.1347,40.0,4.605838,-100.5
20140120 15:44:09:537,-4.6723072052001953E8,-2.3560148239135742E8,727.13525,80.0,0.0022274256,-125.70001
20140120 15:44:09:760,-4.6723072052001953E8,-2.3560148239135742E8,727.13525,80.0,0.0022274256,-125.70001
20140120 15:44:09:936,-4.6723072052001953E8,-2.3560148239135742E8,727.13525,80.0,0.0022274256,-125.70001
20140120 15:44:10:135,-4.6723072052001953E8,-2.3560148239135742E8,727.13525,80.0,0.0022274256,-125.70001
20140120 15:44:10:337,-4.6723072052001953E8,-2.3560148239135742E8,727.13525,80.0,0.0022274256,-125.70001
20140120 15:44:10:536,-4.672306823730469E8,-2.3560152053833008E8,727.10156,40.0,4.05933,144.90002
20140120 15:44:10:736,-4.672306823730469E8,-2.3560152053833008E8,727.10156,40.0,4.05933,144.90002
20140120 15:44:10:935,-4.672306823730469E8,-2.3560152053833008E8,727.10156,40.0,4.05933,144.90002
20140120 15:44:11:145,-4.672306823730469E8,-2.3560152053833008E8,727.10156,40.0,4.05933,144.90002
20140120 15:44:11:341,-4.672306823730469E8,-2.3560152053833008E8,727.10156,40.0,4.05933,144.90002
20140120 15:44:11:552,-4.672306823730469E8,-2.356015396118164E8,727.09766,40.0,0.004160404,-143.0
20140120 15:44:11:736,-4.672306823730469E8,-2.356015396118164E8,727.09766,40.0,0.004160404,-143.0
20140120 15:44:11:937,-4.672306823730469E8,-2.356015396118164E8,727.09766,40.0,0.004160404,-143.0
20140120 15:44:12:136,-4.672306823730469E8,-2.356015396118164E8,727.09766,40.0,0.004160404,-143.0
20140120 15:44:12:360,-4.672306823730469E8,-2.356015396118164E8,727.09766,40.0,0.004160404,-143.0
20140120 15:44:12:540,-4.672306442260742E8,-2.356015396118164E8,727.0929,40.0,2.7994975E-6,-69.0
20140120 15:44:12:739,-4.672306442260742E8,-2.356015396118164E8,727.0929,40.0,2.7994975E-6,-69.0
20140120 15:44:12:935,-4.672306442260742E8,-2.356015396118164E8,727.0929,40.0,2.7994975E-6,-69.0
20140120 15:44:13:137,-4.672306442260742E8,-2.356015396118164E8,727.0929,40.0,2.7994975E-6,-69.0
20140120 15:44:13:339,-4.672306442260742E8,-2.356015396118164E8,727.0929,40.0,2.7994975E-6,-69.0
20140120 15:44:13:538,-4.6723060607910156E8,-2.3560157775878906E8,727.0887,40.0,1.3415047E-9,-42.900024
20140120 15:44:13:736,-4.6723060607910156E8,-2.3560157775878906E8,727.0887,40.0,1.3415047E-9,-42.900024
20140120 15:44:13:936,-4.6723060607910156E8,-2.3560157775878906E8,727.0887,40.0,1.3415047E-9,-42.900024
20140120 15:44:14:141,-4.6723060607910156E8,-2.3560157775878906E8,727.0887,40.0,1.3415047E-9,-42.900024
20140120 15:44:14:337,-4.6723060607910156E8,-2.3560157775878906E8,727.0887,40.0,1.3415047E-9,-42.900024
20140120 15:44:14:536,-4.672305679321289E8,-2.356015968322754E8,727.08545,40.0,8.361367E-13,-51.400024
20140120 15:44:14:736,-4.672305679321289E8,-2.356015968322754E8,727.08545,40.0,8.361367E-13,-51.400024
20140120 15:44:14:935,-4.672305679321289E8,-2.356015968322754E8,727.08545,40.0,8.361367E-13,-51.400024
20140120 15:44:15:136,-4.672305679321289E8,-2.356015968322754E8,727.08545,40.0,8.361367E-13,-51.400024
20140120 15:44:15:336,-4.672305679321289E8,-2.356015968322754E8,727.08545,40.0,8.361367E-13,-51.400024
20140120 15:44:15:537,-4.6723052978515625E8,-2.356015968322754E8,727.08136,40.0,3.1997517E-16,-174.90002
20140120 15:44:15:751,-4.6723052978515625E8,-2.356015968322754E8,727.08136,40.0,3.1997517E-16,-174.90002
20140120 15:44:15:936,-4.6723052978515625E8,-2.356015968322754E8,727.08136,40.0,3.1997517E-16,-174.90002
20140120 15:44:16:136,-4.6723052978515625E8,-2.356015968322754E8,727.08136,40.0,3.1997517E-16,-174.90002
20140120 15:44:16:335,-4.6723052978515625E8,-2.356015968322754E8,727.08136,40.0,3.1997517E-16,-174.90002
20140120 15:44:16:538,-4.6723052978515625E8,-2.356015968322754E8,727.07556,40.0,1.199081E-19,153.79999
20140120 15:44:16:736,-4.6723052978515625E8,-2.356015968322754E8,727.07556,40.0,1.199081E-19,153.79999
20140120 15:44:16:986,-4.6723052978515625E8,-2.356015968322754E8,727.07556,40.0,1.199081E-19,153.79999
20140120 15:44:17:140,-4.6723052978515625E8,-2.356015968322754E8,727.07556,40.0,1.199081E-19,153.79999
20140120 15:44:17:339,-4.6723052978515625E8,-2.356015968322754E8,727.07556,40.0,1.199081E-19,153.79999
20140120 15:44:17:536,-4.6723052978515625E8,-2.356015968322754E8,727.06915,40.0,5.2999336E-23,165.90002
20140120 15:44:17:741,-4.6723052978515625E8,-2.356015968322754E8,727.06915,40.0,5.2999336E-23,165.90002
20140120 15:44:17:952,-4.6723052978515625E8,-2.356015968322754E8,727.06915,40.0,5.2999336E-23,165.90002
20140120 15:44:18:182,-4.6723052978515625E8,-2.356015968322754E8,727.06915,40.0,5.2999336E-23,165.90002
20140120 15:44:18:386,-4.6723052978515625E8,-2.356015968322754E8,727.06915,40.0,5.2999336E-23,165.90002
20140120 15:44:18:546,-4.6723052978515625E8,-2.356015968322754E8,727.06165,40.0,2.4995058E-26,162.20001
20140120 15:44:18:736,-4.6723052978515625E8,-2.356015968322754E8,727.06165,40.0,2.4995058E-26,162.20001
20140120 15:44:18:936,-4.6723052978515625E8,-2.356015968322754E8,727.06165,40.0,2.4995058E-26,162.20001
20140120 15:44:19:176,-4.6723052978515625E8,-2.356015968322754E8,727.06165,40.0,2.4995058E-26,162.20001
20140120 15:44:19:340,-4.6723052978515625E8,-2.356015968322754E8,727.06165,40.0,2.4995058E-26,162.20001
20140120 15:44:19:541,-4.6723052978515625E8,-2.356015968322754E8,727.05634,40.0,7.100904E-30,178.90002
20140120 15:44:19:736,-4.6723052978515625E8,-2.356015968322754E8,727.05634,40.0,7.100904E-30,178.90002
